item,itemLabel,image
http://www.wikidata.org/entity/Q18535197,Samsung Galaxy A5,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20A5%20%2816144920672%29.jpg
http://www.wikidata.org/entity/Q18549782,Samsung Galaxy A3,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20A3.png
http://www.wikidata.org/entity/Q18611605,Samsung Galaxy Trend Plus,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung-Galaxy-Trend-Plus-GT-S7580.jpg
http://www.wikidata.org/entity/Q18642203,Microsoft Lumia 535,http://commons.wikimedia.org/wiki/Special:FilePath/Microsoft%20Lumia%20535%20%2816131387047%29.jpg
http://www.wikidata.org/entity/Q18643709,Huawei Ascend Mate7,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20Mate%207.jpg
http://www.wikidata.org/entity/Q18651127,HTC Desire Eye,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Desire%20Eye%20smartphone%20%2815355721999%29.jpg
http://www.wikidata.org/entity/Q18667330,Nokia Lumia 730,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20Lumia%20730%2C%20Startbildschirm.JPG
http://www.wikidata.org/entity/Q18819625,Q18819625,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G3%20S.jpg
http://www.wikidata.org/entity/Q18822831,Redmi 1S,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Redmi%201S.jpg
http://www.wikidata.org/entity/Q18890171,ASUS ZenFone Zoom,http://commons.wikimedia.org/wiki/Special:FilePath/ASUS%20Zenfone-zoom.jpg
http://www.wikidata.org/entity/Q18921035,LG G Flex 2,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G%20Flex%202.jpg
http://www.wikidata.org/entity/Q18923001,Microsoft Lumia 532,http://commons.wikimedia.org/wiki/Special:FilePath/Zellos%20Lumia%20532%20A.jpg
http://www.wikidata.org/entity/Q18941713,Samsung Galaxy S6,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S6.png
http://www.wikidata.org/entity/Q19284651,HTC One M9,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20One%20M9.png
http://www.wikidata.org/entity/Q19370747,Samsung Galaxy S6 Edge,http://commons.wikimedia.org/wiki/Special:FilePath/Galaxy%20S6%20Edge.jpg
http://www.wikidata.org/entity/Q19405892,Microsoft Lumia 435,http://commons.wikimedia.org/wiki/Special:FilePath/Microsoft%20Lumia%20435%20%282%29.jpg
http://www.wikidata.org/entity/Q19406379,Microsoft Lumia 640,http://commons.wikimedia.org/wiki/Special:FilePath/Microsoft%20Lumia%20640%20XL%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q19599653,Sony Xperia E4,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20E4G%20Front%20View.jpg
http://www.wikidata.org/entity/Q19599655,Sony Xperia M4 Aqua,http://commons.wikimedia.org/wiki/Special:FilePath/Xperia%20M4%20Aqua%20Dual%20E2363%20White.jpg
http://www.wikidata.org/entity/Q19768153,Orange gova,http://commons.wikimedia.org/wiki/Special:FilePath/Orange%20Gova.jpg
http://www.wikidata.org/entity/Q19828028,Sony Xperia Z4,http://commons.wikimedia.org/wiki/Special:FilePath/NTT%20docomo%20smartphone%20Xperia%20Z4%20SO-03G%20DSC%200094.jpg
http://www.wikidata.org/entity/Q19839498,LG G4,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G4%20%28Metallic%20Gray%20and%20Ceramic%20White%29.jpg
http://www.wikidata.org/entity/Q19849977,ASUS ZenFone 2,http://commons.wikimedia.org/wiki/Special:FilePath/ASUS%20ZenFone%202%20CHT%20face%2020150307.jpg
http://www.wikidata.org/entity/Q19862337,Nexus 6P,http://commons.wikimedia.org/wiki/Special:FilePath/Nexus%206P%20%E6%A8%A1%E5%9E%8B.png
http://www.wikidata.org/entity/Q19865214,Moto E,http://commons.wikimedia.org/wiki/Special:FilePath/Moto%20E2%20LTE.jpg
http://www.wikidata.org/entity/Q19865879,OnePlus 2,http://commons.wikimedia.org/wiki/Special:FilePath/OnePlus%202%20%28in%20packaging%29.jpg
http://www.wikidata.org/entity/Q19867210,Samsung Galaxy S Duos 3,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S%20Duos%203%20Black.png
http://www.wikidata.org/entity/Q19868816,Sony Xperia Z3+,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Z3%2B%20Wei%C3%9F.jpg
http://www.wikidata.org/entity/Q19873535,BlackBerry Classic,http://commons.wikimedia.org/wiki/Special:FilePath/Blackberry%20Q20%20smartphone.jpg
http://www.wikidata.org/entity/Q19876443,BlackBerry Leap,http://commons.wikimedia.org/wiki/Special:FilePath/BlackBerry%20Leap-back%20PNr%C2%B00568.jpg
http://www.wikidata.org/entity/Q19876443,BlackBerry Leap,http://commons.wikimedia.org/wiki/Special:FilePath/BlackBerry%20Leap-front%20PNr%C2%B00566.jpg
http://www.wikidata.org/entity/Q19896653,Microsoft Lumia 540,http://commons.wikimedia.org/wiki/Special:FilePath/Microsoft%20Lumia%20540%20Hai%20SIM.png
http://www.wikidata.org/entity/Q19928710,BQ Aquaris E4.5 Ubuntu Edition,http://commons.wikimedia.org/wiki/Special:FilePath/BQ%20Aquaris%204%205%20Ubuntu.jpg
http://www.wikidata.org/entity/Q20396115,Samsung Galaxy Grand Neo,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung-galaxy-grand-neo-2014.jpg
http://www.wikidata.org/entity/Q20648975,Samsung Galaxy S6 Active,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S6%20Active%20gray%20bootscreen.jpg
http://www.wikidata.org/entity/Q20714647,BQ Aquaris E5,http://commons.wikimedia.org/wiki/Special:FilePath/Bq%20aquaris%20e5%20hd%208gb%20negro%20libre.jpg
http://www.wikidata.org/entity/Q20819514,Samsung Galaxy S6 Edge+,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S6%20Edge%20Plus.png
http://www.wikidata.org/entity/Q20853000,LG Optimus LTE 2,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20Optimus%20LTE%20II.jpg
http://www.wikidata.org/entity/Q20886205,Sony Xperia C4,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20C4%2020160320.jpg
http://www.wikidata.org/entity/Q20899095,Sony Xperia Z5,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Z5%20x2%20%2825176491414%29.jpg
http://www.wikidata.org/entity/Q20899749,Sony Xperia Z5 Premium,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Z5%20Premium%20PSD.png
http://www.wikidata.org/entity/Q20966885,iPhone 6S Plus,http://commons.wikimedia.org/wiki/Special:FilePath/IPhone%206s%20vector.svg
http://www.wikidata.org/entity/Q21000819,Fairphone 2,http://commons.wikimedia.org/wiki/Special:FilePath/Fairphone%202%20%2825250139694%29%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q21004584,Samsung Galaxy J5,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20J5%20%283%29.JPG
http://www.wikidata.org/entity/Q21012827,Moto G (3rd generation),http://commons.wikimedia.org/wiki/Special:FilePath/Moto%20G%203rd%20XT1543%20Unboxed%20%281%29.jpg
http://www.wikidata.org/entity/Q21013354,BlackBerry Priv,http://commons.wikimedia.org/wiki/Special:FilePath/AT%26T%20Blackberry%20Priv%20%28STV100-1%29.jpg
http://www.wikidata.org/entity/Q21017083,Redmi Note 2,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Redmi%20Note%202.jpg
http://www.wikidata.org/entity/Q21031158,Nexus 5X,http://commons.wikimedia.org/wiki/Special:FilePath/Nexus%205X%20%28White%29.jpg
http://www.wikidata.org/entity/Q21041304,LG G3 Stylus,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G3%20Stylus%20%28Black%2C%20Front%29.jpg
http://www.wikidata.org/entity/Q21041306,LG Leon,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20Leon%204G%20front.jpg
http://www.wikidata.org/entity/Q21041360,Sony Xperia Z5 Compact,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Z5%20Compact%20PSD%20%E9%BB%84.png
http://www.wikidata.org/entity/Q21070532,Microsoft Lumia 950,http://commons.wikimedia.org/wiki/Special:FilePath/Lumia950.jpg
http://www.wikidata.org/entity/Q21080527,LG V10,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20V10.jpg
http://www.wikidata.org/entity/Q21127687,Samsung Galaxy J1,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20J1%20Ace%20SM-J110M.jpg
http://www.wikidata.org/entity/Q21157979,HTC One A9,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20One%20A9%20%2822328765446%29.jpg
http://www.wikidata.org/entity/Q21233113,Acer Liquid Z630,http://commons.wikimedia.org/wiki/Special:FilePath/Acer-liquid-z630-T03.jpg
http://www.wikidata.org/entity/Q21279769,OnePlus X,http://commons.wikimedia.org/wiki/Special:FilePath/OnePlus%20X.jpg
http://www.wikidata.org/entity/Q21452166,Huawei Honor 7,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20Honor%207.png
http://www.wikidata.org/entity/Q21573120,Huawei P8 Lite,http://commons.wikimedia.org/wiki/Special:FilePath/HUAWEI%20P8%20LITE.jpg
http://www.wikidata.org/entity/Q22075480,Samsung Galaxy J7,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20J7%20SM-J700M%20DS.jpg
http://www.wikidata.org/entity/Q22100377,Samsung Galaxy A9 (2016),http://commons.wikimedia.org/wiki/Special:FilePath/Moviln%20Sam%20gal%20a9.jpg
http://www.wikidata.org/entity/Q22100403,Samsung SM-G9198,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Flip.jpg
http://www.wikidata.org/entity/Q22100403,Samsung SM-G9198,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Fold.jpg
http://www.wikidata.org/entity/Q22341441,Xiaomi Redmi Note 3,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Redmi%20Note%203.jpg
http://www.wikidata.org/entity/Q22813223,Freedom 251,http://commons.wikimedia.org/wiki/Special:FilePath/Freedom251image.jpg
http://www.wikidata.org/entity/Q22906342,LG G5,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G5.jpg
http://www.wikidata.org/entity/Q22906902,Microsoft Lumia 650,http://commons.wikimedia.org/wiki/Special:FilePath/Lumia%20650%20Rear.jpg
http://www.wikidata.org/entity/Q22907107,Cat S60,http://commons.wikimedia.org/wiki/Special:FilePath/S60%20in%20Snow.jpg
http://www.wikidata.org/entity/Q22907284,Nextbit Robin,http://commons.wikimedia.org/wiki/Special:FilePath/Nextbit%20Robin%20smartphone%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q22908473,Samsung Galaxy A5 (2016),http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20A5%202016.jpg
http://www.wikidata.org/entity/Q22908999,HTC Desire 500,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Desire%20500%20Dual%20Sim%20Black%20Model.JPG
http://www.wikidata.org/entity/Q22909028,Huawei Honor 5X,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20Honor%205X%20-%20Mobile%20World%20Congress%202016%20%2824871702443%29.jpg
http://www.wikidata.org/entity/Q22964473,Sony Xperia XA,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20XA.jpg
http://www.wikidata.org/entity/Q22971944,LG K10,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20K10%20%28White%29.jpg
http://www.wikidata.org/entity/Q22978009,Xiaomi Mi 5,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Mi%205%20%2826666515916%29.jpg
http://www.wikidata.org/entity/Q22985287,Sony Xperia X,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20X%20%2826693301985%29.jpg
http://www.wikidata.org/entity/Q23017216,Meizu Pro 5,http://commons.wikimedia.org/wiki/Special:FilePath/Meizu%20PRO%205.png
http://www.wikidata.org/entity/Q23038830,Sony Xperia X Performance,http://commons.wikimedia.org/wiki/Special:FilePath/Xperia%20x%20performance%20sov33.jpg
http://www.wikidata.org/entity/Q23816876,HTC 10,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%2010.svg
http://www.wikidata.org/entity/Q24261461,Moto G4,http://commons.wikimedia.org/wiki/Special:FilePath/Moto%20G4%20Play%20Moto%20G4%20and%20Moto%20G4%20Plus.png
http://www.wikidata.org/entity/Q24265331,HTC One X9,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20One%20A9%20-%20Mobile%20World%20Congress%202016%20%2824871638573%29.jpg
http://www.wikidata.org/entity/Q24283068,LG X Cam,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20X%20Cam.jpg
http://www.wikidata.org/entity/Q24576869,Huawei P9,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20p9%20front.jpg
http://www.wikidata.org/entity/Q24834145,Huawei G8,http://commons.wikimedia.org/wiki/Special:FilePath/HUAWEl%200210513%20200147.jpg
http://www.wikidata.org/entity/Q24837380,ASUS ZenFone 3,http://commons.wikimedia.org/wiki/Special:FilePath/ZENFONE%203.jpg
http://www.wikidata.org/entity/Q24896113,Moto Z,http://commons.wikimedia.org/wiki/Special:FilePath/Moto%20Z%20Hasselblad%20True%20Zoom%20%2832664949012%29.jpg
http://www.wikidata.org/entity/Q24911258,Samsung Galaxy Grand Prime,http://commons.wikimedia.org/wiki/Special:FilePath/Tel%20samsung%20gal%20prime.JPG
http://www.wikidata.org/entity/Q25340010,Samsung Galaxy A9 Pro,http://commons.wikimedia.org/wiki/Special:FilePath/Moviln%20Sam%20gal%20a9.jpg
http://www.wikidata.org/entity/Q25405622,Q25405622,http://commons.wikimedia.org/wiki/Special:FilePath/ZTE%20Blade%20S6%20Plus.jpg
http://www.wikidata.org/entity/Q25442316,ZTE Axon 7,http://commons.wikimedia.org/wiki/Special:FilePath/ZTE%20Axon%207.jpg
http://www.wikidata.org/entity/Q25456066,LG G4 Beat,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G4%20Beat.jpg
http://www.wikidata.org/entity/Q26213135,Samsung Galaxy J5 2016,http://commons.wikimedia.org/wiki/Special:FilePath/J5%202016.jpg
http://www.wikidata.org/entity/Q26215540,Alcatel Idol 4,http://commons.wikimedia.org/wiki/Special:FilePath/Alcatel%20Idol%204%20with%20VR%20box.jpg
http://www.wikidata.org/entity/Q26666410,Meizu M3 Note,http://commons.wikimedia.org/wiki/Special:FilePath/Meizu%20M3%20Note.png
http://www.wikidata.org/entity/Q26740131,Sony Xperia XZ,http://commons.wikimedia.org/wiki/Special:FilePath/NTT%20docomo%20SO-01J%2001.jpg
http://www.wikidata.org/entity/Q26746259,Sony Xperia X Compact,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20X%20Compact%20PSD.png
http://www.wikidata.org/entity/Q26868391,LG V20,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20V20.jpg
http://www.wikidata.org/entity/Q27074908,Meizu MX6,http://commons.wikimedia.org/wiki/Special:FilePath/Meizu%20MX6.png
http://www.wikidata.org/entity/Q27096258,Google Pixel 1,http://commons.wikimedia.org/wiki/Special:FilePath/Pixel%20%28smartphone%29%205%20inch%20silver%20mock.png
http://www.wikidata.org/entity/Q27302807,Google Pixel XL smartphone,http://commons.wikimedia.org/wiki/Special:FilePath/Google%20Pixel%20XL%20Really%20Blue%2002.jpg
http://www.wikidata.org/entity/Q27504584,Xiaomi Mi Note Pro,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Mi%20Note%20Pro.jpg
http://www.wikidata.org/entity/Q27504611,Meizu M3 Max,http://commons.wikimedia.org/wiki/Special:FilePath/Meizu%20M3%20Max.png
http://www.wikidata.org/entity/Q27504636,Redmi Note 4,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Redmi%20Note%204%20Front.jpg
http://www.wikidata.org/entity/Q28049363,Meizu PRO 6,http://commons.wikimedia.org/wiki/Special:FilePath/Meizu%20PRO%206.png
http://www.wikidata.org/entity/Q28054810,Samsung Galaxy J3 (2016),http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20J3%20%282016%29.png
http://www.wikidata.org/entity/Q28127145,Meizu PRO 5 Ubuntu Edition,http://commons.wikimedia.org/wiki/Special:FilePath/Meizu%20PRO%205.png
http://www.wikidata.org/entity/Q28127147,HP Elite x3,http://commons.wikimedia.org/wiki/Special:FilePath/HP%20Elite%20X3.png
http://www.wikidata.org/entity/Q28150977,Nokia 6,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%206%20camera.jpg
http://www.wikidata.org/entity/Q28187447,Lenovo Z2 Plus,http://commons.wikimedia.org/wiki/Special:FilePath/Lenovo-Z2-Plus-32GB-Black-SDL541757256-5-9775a.jpg
http://www.wikidata.org/entity/Q28198449,LG X Power,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20X%20Power%20%E8%A3%8F%E9%9D%A2.jpg
http://www.wikidata.org/entity/Q28224350,Xiaomi Mi Note 2,http://commons.wikimedia.org/wiki/Special:FilePath/XiaomiMiNote2front20180314.jpg
http://www.wikidata.org/entity/Q28380887,HTC U Ultra,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20U%20Ultra.png
http://www.wikidata.org/entity/Q28418050,ASUS ZenFone AR,http://commons.wikimedia.org/wiki/Special:FilePath/Zenfone%20ar.jpg
http://www.wikidata.org/entity/Q28418333,HTC U Play,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20U%20Play%20Brilliant%20Black%20box%2020170521.jpg
http://www.wikidata.org/entity/Q28446159,Samsung Galaxy J1 Ace Neo,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20j1%20Ace.jpg
http://www.wikidata.org/entity/Q28447832,Huawei Honor 8,http://commons.wikimedia.org/wiki/Special:FilePath/Honor%208%20black%20-%20reverse.jpg
http://www.wikidata.org/entity/Q28481803,LG G Vista 2,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G%20Vista%202.jpg
http://www.wikidata.org/entity/Q28650885,Samsung Galaxy C9 Pro,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20C9%20Pro.png
http://www.wikidata.org/entity/Q28685574,LG isai Beat,http://commons.wikimedia.org/wiki/Special:FilePath/Lgv34%20front.jpg
http://www.wikidata.org/entity/Q28690017,AQUOS CRYSTAL Y2 403SH,http://commons.wikimedia.org/wiki/Special:FilePath/AQUOS%20CRYSTAL%20Y2%20403SH%20Turquoise%20front.jpg
http://www.wikidata.org/entity/Q28693358,507SH,http://commons.wikimedia.org/wiki/Special:FilePath/507SH%20White%20front%20bottom-right.jpg
http://www.wikidata.org/entity/Q28700905,LG K10 2017,http://commons.wikimedia.org/wiki/Special:FilePath/LG%EC%A0%84%EC%9E%90%2C%2020%EB%A7%8C%20%EC%9B%90%EB%8C%80%20%EC%8B%A4%EC%86%8D%ED%98%95%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8F%B0%20LG%20X401%20%EC%B6%9C%EC%8B%9C.jpg
http://www.wikidata.org/entity/Q28725846,Samsung Galaxy A3,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20A3%202017.png
http://www.wikidata.org/entity/Q28843160,LG G6,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G6%20%EC%A0%9C%ED%92%88%EC%82%AC%EC%A7%84.png
http://www.wikidata.org/entity/Q28843594,Nokia 5,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%205.jpg
http://www.wikidata.org/entity/Q28845516,Nokia 3,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%203%20camera.jpg
http://www.wikidata.org/entity/Q28854987,Sony Xperia XZ Premium,http://commons.wikimedia.org/wiki/Special:FilePath/Xperia%20XZ%20Premium.png
http://www.wikidata.org/entity/Q28971906,BlackBerry KEYone,http://commons.wikimedia.org/wiki/Special:FilePath/BlackBerry%20KEYone.png
http://www.wikidata.org/entity/Q29002235,Huawei P10,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20P10.jpg
http://www.wikidata.org/entity/Q29169141,Moto Z Play smartphone,http://commons.wikimedia.org/wiki/Special:FilePath/Motozplay%20white.png
http://www.wikidata.org/entity/Q29197075,Samsung Galaxy S8+,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S.jpg
http://www.wikidata.org/entity/Q29197075,Samsung Galaxy S8+,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S8%20and%20S8%20Plus.png
http://www.wikidata.org/entity/Q29578330,Sony Xperia XZs,http://commons.wikimedia.org/wiki/Special:FilePath/SONY%20Xperia%20XZs%20SO-03J.jpg
http://www.wikidata.org/entity/Q29578337,Moto G5,http://commons.wikimedia.org/wiki/Special:FilePath/Moto%20G5.png
http://www.wikidata.org/entity/Q29973575,HTC U11,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20U11.png
http://www.wikidata.org/entity/Q30092999,Essential Phone,http://commons.wikimedia.org/wiki/Special:FilePath/Essential%20Phone%20in%20ocean%20depths.jpg
http://www.wikidata.org/entity/Q30326193,Huawei Honor 8 Pro,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20Honor%208%20Pro.jpg
http://www.wikidata.org/entity/Q30634800,Samsung Galaxy J2 Prime,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20J2%20Prime.png
http://www.wikidata.org/entity/Q30944177,ASUS ZenFone Selfie,http://commons.wikimedia.org/wiki/Special:FilePath/Zenfone-selfie.jpg
http://www.wikidata.org/entity/Q31088292,Huawei Honor 9,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20Honor%209.jpg
http://www.wikidata.org/entity/Q38335609,Samsung Galaxy J5 2017,http://commons.wikimedia.org/wiki/Special:FilePath/J5%202017%20front.jpg
http://www.wikidata.org/entity/Q40416554,Xiaomi Mi MIX 2,http://commons.wikimedia.org/wiki/Special:FilePath/Mi%20mix%202%20front%20back.png
http://www.wikidata.org/entity/Q41922571,Xiaomi Mi 5X,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Mi%205X.jpg
http://www.wikidata.org/entity/Q42253819,Sony Xperia XZ1 Compact,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20XZ1%20Compact.jpg
http://www.wikidata.org/entity/Q42628168,Moto C,http://commons.wikimedia.org/wiki/Special:FilePath/Motorola%20Moto%20C%20XT1750.jpg
http://www.wikidata.org/entity/Q43881401,Samsung Galaxy J7 2017,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20J7%20%282017%29.png
http://www.wikidata.org/entity/Q45319400,Samsung Galaxy J7 Prime,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20J7%20Prime.jpg
http://www.wikidata.org/entity/Q46206743,HTC U11+,http://commons.wikimedia.org/wiki/Special:FilePath/Htc%20U11%EF%BC%8B.png
http://www.wikidata.org/entity/Q47007022,Redmi Note 5A,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20redmi%20y1.jpg
http://www.wikidata.org/entity/Q47086784,Nokia 6.1,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%206.1.jpg
http://www.wikidata.org/entity/Q47500353,Samsung Galaxy A8 (2018),http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20A8%20%282018%29.png
http://www.wikidata.org/entity/Q48780705,Asus ZenFone 4,http://commons.wikimedia.org/wiki/Special:FilePath/Zenfone%204%20%E6%98%9F%E7%A9%BA%E9%BB%91%E6%AD%A3%E9%9D%A2.svg
http://www.wikidata.org/entity/Q48836920,Huawei P8 Lite 2017,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20P8%20Lite%202017-3352.jpg
http://www.wikidata.org/entity/Q48838484,Sony Xperia XA2,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20XA2.png
http://www.wikidata.org/entity/Q48838562,Xiaomi Mi 6,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20MI6.jpg
http://www.wikidata.org/entity/Q48913646,Asus ZenFone 6,http://commons.wikimedia.org/wiki/Special:FilePath/ZenFone%206%20Mockup.svg
http://www.wikidata.org/entity/Q48936585,Redmi Note 5,http://commons.wikimedia.org/wiki/Special:FilePath/XiaomiRedmiNote5front.jpg
http://www.wikidata.org/entity/Q50102300,Samsung Galaxy S9,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S9.png
http://www.wikidata.org/entity/Q50181894,Nokia 8110 4G,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%208110%204G.png
http://www.wikidata.org/entity/Q50183659,Xperia XZ2 Compact,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20XZ2%20Compact%20002.jpg
http://www.wikidata.org/entity/Q50215807,Nokia 1,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%201.png
http://www.wikidata.org/entity/Q51845248,Huawei P20,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20P20%20Pro%20in%20Paris.jpg
http://www.wikidata.org/entity/Q51885191,Sony Xperia XZ2 Premium,http://commons.wikimedia.org/wiki/Special:FilePath/Xperia%20XZ2%20Premium.png
http://www.wikidata.org/entity/Q52852708,LG G7 ThinQ,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G7%20%EC%94%BD%ED%81%90%20%2841861272131%29.jpg
http://www.wikidata.org/entity/Q53233711,Nokia 7 Plus,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%207%20Plus.jpg
http://www.wikidata.org/entity/Q53645452,OnePlus 6,http://commons.wikimedia.org/wiki/Special:FilePath/OnePlus%206%20Front2.jpg
http://www.wikidata.org/entity/Q53953535,Moto M,http://commons.wikimedia.org/wiki/Special:FilePath/Motorola%20Moto%20M.png
http://www.wikidata.org/entity/Q53997703,HTC U12+,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20U12%2B%20Mockup.png
http://www.wikidata.org/entity/Q54167198,Xiaomi Mi MIX 2S,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Mi%20MIX%202s.jpg
http://www.wikidata.org/entity/Q54664353,Huawei Honor 10,http://commons.wikimedia.org/wiki/Special:FilePath/Smartphone%20Honor%2010.png
http://www.wikidata.org/entity/Q54824058,Q54824058,http://commons.wikimedia.org/wiki/Special:FilePath/Motorola%20Moto%20X%20Style%20%2822033955888%29.jpg
http://www.wikidata.org/entity/Q54864577,Xiaomi Mi 8,http://commons.wikimedia.org/wiki/Special:FilePath/XiaomiMi8ProFront20190714.jpg
http://www.wikidata.org/entity/Q54958899,Moto G6,http://commons.wikimedia.org/wiki/Special:FilePath/MOTOROLA%20XT1925.JPG
http://www.wikidata.org/entity/Q54959062,Samsung Galaxy J1 Nxt,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20galaxy%20j106.jpg
http://www.wikidata.org/entity/Q55099623,Xiaomi Mi 8 EE,http://commons.wikimedia.org/wiki/Special:FilePath/Mi%208%20Explorer%20.jpg
http://www.wikidata.org/entity/Q55605544,BlackBerry KEY2,http://commons.wikimedia.org/wiki/Special:FilePath/BlackBerry%C2%AE%20KEY2.png
http://www.wikidata.org/entity/Q55632437,Samsung Galaxy J1 (2016),http://commons.wikimedia.org/wiki/Special:FilePath/Sam%20j1%20blanco.jpeg
